,,coef
ITGA1,cnv_del,0.0062588914
ITGA1,cnv_amp,0.0026653344
ITGA1,methylation,-0.0028316462
ITGA2,mut_important,0.0
ITGA2,cnv_del,0.01258769
ITGA2,cnv_amp,0.0012623868
ITGA2,methylation,-5.0301525e-05
ITGA3,mut_important,0.0
ITGA3,cnv_del,6.361833e-05
ITGA3,cnv_amp,-0.0002524244
ITGA3,methylation,-5.5837577e-06
ITGA4,mut_important,0.0
ITGA4,cnv_del,0.008190926
ITGA4,cnv_amp,0.002642891
ITGA4,methylation,-0.17591827
ITGA5,mut_important,0.0
ITGA5,cnv_del,0.0278402
ITGA5,cnv_amp,-0.015103315
ITGA5,methylation,0.013431487
ITGA6,mut_important,0.0
ITGA6,cnv_del,0.010009257
ITGA6,cnv_amp,0.002277486
ITGA6,methylation,0.00068368966
ITGA7,mut_important,0.0
ITGA7,cnv_del,0.0038920084
ITGA7,cnv_amp,-0.0015847755
ITGA7,methylation,0.0016699556
TRHR,mut_important,0.0
TRHR,cnv_del,-0.00011038087
TRHR,cnv_amp,0.0015245192
TRHR,methylation,0.0
UFSP1,mut_important,0.0
UFSP1,cnv_del,0.0
UFSP1,cnv_amp,0.0
UFSP1,methylation,0.0
UFSP2,mut_important,0.0
UFSP2,cnv_del,0.0
UFSP2,cnv_amp,0.0
UFSP2,methylation,0.0
GAP43,mut_important,0.0
GAP43,cnv_del,0.0
GAP43,cnv_amp,0.0
GAP43,methylation,0.0
FBXL13,mut_important,0.0
FBXL13,cnv_del,0.0
FBXL13,cnv_amp,0.0
FBXL13,methylation,0.0
FBXL12,mut_important,0.0
FBXL12,cnv_del,0.0
FBXL12,cnv_amp,0.0
FBXL12,methylation,0.0
FBXL15,mut_important,0.0
FBXL15,cnv_del,0.0
FBXL15,cnv_amp,0.0
FBXL15,methylation,0.0
FBXL14,mut_important,0.0
FBXL14,cnv_del,0.0
FBXL14,cnv_amp,0.0
FBXL14,methylation,0.0
FBXL17,mut_important,0.0
FBXL17,cnv_del,0.0
FBXL17,cnv_amp,0.0
FBXL17,methylation,0.0
FBXL16,mut_important,0.0
FBXL16,cnv_del,0.0
FBXL16,cnv_amp,0.0
FBXL16,methylation,0.0
FAM169A,mut_important,0.0
FAM169A,cnv_del,0.0
FAM169A,cnv_amp,0.0
FAM169A,methylation,0.0
FAM169B,mut_important,0.0
FAM169B,cnv_del,0.0
FAM169B,cnv_amp,0.0
FAM169B,methylation,0.0
SDK1,mut_important,0.0
SDK1,cnv_del,0.0
SDK1,cnv_amp,0.0
SDK1,methylation,0.0
SDK2,mut_important,0.0
SDK2,cnv_del,0.0
SDK2,cnv_amp,0.0
SDK2,methylation,0.0
GRP,mut_important,0.0
GRP,cnv_del,-0.015745651
GRP,cnv_amp,0.027804883
GRP,methylation,-0.005468117
THSD4,mut_important,0.0
THSD4,cnv_del,0.0
THSD4,cnv_amp,0.0
THSD4,methylation,0.0
THSD1,mut_important,0.0
THSD1,cnv_del,0.0
THSD1,cnv_amp,0.0
THSD1,methylation,0.0
CHST9,mut_important,0.0
CHST9,cnv_del,4.4237618e-06
CHST9,cnv_amp,1.6348886e-07
CHST9,methylation,0.0
CHST8,mut_important,0.0
CHST8,cnv_del,-5.6008234e-05
CHST8,cnv_amp,-0.000111961854
CHST8,methylation,-0.0002584353
HMGB3P1,mut_important,0.0
HMGB3P1,cnv_del,0.0
HMGB3P1,cnv_amp,0.0
HMGB3P1,methylation,0.0
CHST1,mut_important,0.0
CHST1,cnv_del,0.0
CHST1,cnv_amp,0.0
CHST1,methylation,0.0
CHST3,mut_important,0.0
CHST3,cnv_del,-1.0226095e-07
CHST3,cnv_amp,-2.3739883e-08
CHST3,methylation,-9.816646e-08
CHST2,mut_important,0.0
CHST2,cnv_del,0.0
CHST2,cnv_amp,0.0
CHST2,methylation,0.0
CHST5,mut_important,0.0
CHST5,cnv_del,0.0
CHST5,cnv_amp,0.0
CHST5,methylation,0.0
CHST4,mut_important,0.0
CHST4,cnv_del,0.0
CHST4,cnv_amp,0.0
CHST4,methylation,0.0
CHST7,mut_important,0.0
CHST7,cnv_del,1.4131891e-06
CHST7,cnv_amp,-1.3637113e-07
CHST7,methylation,3.5145402e-07
CHST6,mut_important,0.0
CHST6,cnv_del,0.0
CHST6,cnv_amp,0.0
CHST6,methylation,0.0
ITGAX,mut_important,0.0
ITGAX,cnv_del,1.9276024e-05
ITGAX,cnv_amp,-0.00029918517
ITGAX,methylation,0.0
BCL2A1,mut_important,0.0
BCL2A1,cnv_del,5.084752e-05
BCL2A1,cnv_amp,1.0217548e-05
BCL2A1,methylation,0.0
ITGAV,mut_important,0.0
ITGAV,cnv_del,-0.0025696442
ITGAV,cnv_amp,-0.0001689318
ITGAV,methylation,0.00012200237
CAMK1,mut_important,0.0
CAMK1,cnv_del,-6.3095664e-05
CAMK1,cnv_amp,0.0001585899
CAMK1,methylation,0.00011722862
ITGAL,mut_important,0.0
ITGAL,cnv_del,1.0084111e-05
ITGAL,cnv_amp,-0.0005538035
ITGAL,methylation,0.0
ITGAM,mut_important,0.0
ITGAM,cnv_del,0.0013791585
ITGAM,cnv_amp,-0.025636658
ITGAM,methylation,0.0
ITGAD,mut_important,0.0
ITGAD,cnv_del,5.57006e-05
ITGAD,cnv_amp,-0.0012726577
ITGAD,methylation,0.0
COPRS,mut_important,0.0
COPRS,cnv_del,0.0
COPRS,cnv_amp,0.0
COPRS,methylation,0.0
AFTPH,mut_important,0.0
AFTPH,cnv_del,0.0
AFTPH,cnv_amp,0.0
AFTPH,methylation,0.0
CAMK4,mut_important,0.0
CAMK4,cnv_del,-0.0033499864
CAMK4,cnv_amp,1.3454989e-05
CAMK4,methylation,0.0009862185
IGF2R,mut_important,0.0
IGF2R,cnv_del,-0.015908096
IGF2R,cnv_amp,0.00079998333
IGF2R,methylation,-0.0003821239
SLC36A4,mut_important,0.0
SLC36A4,cnv_del,7.460435e-05
SLC36A4,cnv_amp,-8.141078e-06
SLC36A4,methylation,-4.326312e-06
SLC36A3,mut_important,0.0
SLC36A3,cnv_del,0.0006371804
SLC36A3,cnv_amp,-0.0005286668
SLC36A3,methylation,0.0
SLC36A2,mut_important,0.0
SLC36A2,cnv_del,-0.00045975766
SLC36A2,cnv_amp,0.00027343497
SLC36A2,methylation,0.0
SLC36A1,mut_important,0.0
SLC36A1,cnv_del,3.4158114e-07
SLC36A1,cnv_amp,0.00022856708
SLC36A1,methylation,-3.8243643e-06
ZC3H15,mut_important,0.0
ZC3H15,cnv_del,0.0
ZC3H15,cnv_amp,0.0
ZC3H15,methylation,0.0
ARTN,mut_important,0.0
ARTN,cnv_del,0.0
ARTN,cnv_amp,0.0
ARTN,methylation,0.0
ART1,mut_important,0.0
ART1,cnv_del,0.0
ART1,cnv_amp,0.0
ART1,methylation,0.0
ART3,mut_important,0.0
ART3,cnv_del,0.0
ART3,cnv_amp,0.0
ART3,methylation,0.0
ART5,mut_important,0.0
ART5,cnv_del,0.0
ART5,cnv_amp,0.0
ART5,methylation,0.0
ART4,mut_important,0.0
ART4,cnv_del,0.0
ART4,cnv_amp,0.0
ART4,methylation,0.0
HMGCLL1,mut_important,0.0
HMGCLL1,cnv_del,-3.4313438e-05
HMGCLL1,cnv_amp,3.6125308e-05
HMGCLL1,methylation,0.0
MGC57346,mut_important,0.0
MGC57346,cnv_del,0.0
MGC57346,cnv_amp,0.0
MGC57346,methylation,0.0
RFPL1,mut_important,0.0
RFPL1,cnv_del,0.0
RFPL1,cnv_amp,0.0
RFPL1,methylation,0.0
CRTAM,mut_important,0.0
CRTAM,cnv_del,0.0
CRTAM,cnv_amp,0.0
CRTAM,methylation,0.0
PIPOX,mut_important,0.0
PIPOX,cnv_del,0.00018062236
PIPOX,cnv_amp,0.0002527233
PIPOX,methylation,0.0
CADPS2,mut_important,0.0
CADPS2,cnv_del,0.0
CADPS2,cnv_amp,0.0
CADPS2,methylation,0.0
RLF,mut_important,0.0
RLF,cnv_del,0.0
RLF,cnv_amp,0.0
RLF,methylation,0.0
ATP1A4,mut_important,0.0
ATP1A4,cnv_del,-0.00026680197
ATP1A4,cnv_amp,0.020053083
ATP1A4,methylation,0.0
ATP1A3,mut_important,0.0
ATP1A3,cnv_del,-0.0002659819
ATP1A3,cnv_amp,0.00018751704
ATP1A3,methylation,-0.0005610047
ATP1A2,mut_important,0.0
ATP1A2,cnv_del,-0.00011406818
ATP1A2,cnv_amp,0.015299412
ATP1A2,methylation,0.0
ATP1A1,mut_important,0.0
ATP1A1,cnv_del,-8.016555e-05
ATP1A1,cnv_amp,-0.0001993889
ATP1A1,methylation,-0.00024603086
CRTAP,mut_important,0.0
CRTAP,cnv_del,0.0
CRTAP,cnv_amp,0.0
CRTAP,methylation,0.0
SPHK2,mut_important,0.0
SPHK2,cnv_del,-8.663305e-05
SPHK2,cnv_amp,-6.808316e-05
SPHK2,methylation,2.0234318e-06
SPHK1,mut_important,0.0
SPHK1,cnv_del,-0.0008611862
SPHK1,cnv_amp,-0.0033918254
SPHK1,methylation,-3.9453327e-05
ADPGK,mut_important,0.0
ADPGK,cnv_del,0.00038725688
ADPGK,cnv_amp,2.6469628e-05
ADPGK,methylation,-3.618549e-05
CPEB4,mut_important,0.0
CPEB4,cnv_del,6.747465e-06
CPEB4,cnv_amp,0.0002524401
CPEB4,methylation,-1.558712e-06
CPEB1,mut_important,0.0
CPEB1,cnv_del,2.1666527e-05
CPEB1,cnv_amp,-4.420428e-08
CPEB1,methylation,-3.2584405e-05
CPEB3,mut_important,0.0
CPEB3,cnv_del,0.00046697492
CPEB3,cnv_amp,2.7452705e-05
CPEB3,methylation,1.6999595e-05
CPEB2,mut_important,0.0
CPEB2,cnv_del,-0.00019508039
CPEB2,cnv_amp,3.6654576e-05
CPEB2,methylation,-4.7254302e-06
BEGAIN,mut_important,0.0
BEGAIN,cnv_del,0.0
BEGAIN,cnv_amp,0.0
BEGAIN,methylation,0.0
SRBD1,mut_important,0.0
SRBD1,cnv_del,0.0
SRBD1,cnv_amp,0.0
SRBD1,methylation,0.0
ABAT,mut_important,0.0
ABAT,cnv_del,9.931042e-06
ABAT,cnv_amp,0.0010340603
ABAT,methylation,-4.79773e-05
HCAR1,mut_important,0.0
HCAR1,cnv_del,-7.200879e-05
HCAR1,cnv_amp,-1.91242e-06
HCAR1,methylation,0.00017339869
TP53TG5,mut_important,0.0
TP53TG5,cnv_del,0.0
TP53TG5,cnv_amp,0.0
TP53TG5,methylation,0.0
IFT80,mut_important,0.0
IFT80,cnv_del,0.0
IFT80,cnv_amp,0.0
IFT80,methylation,0.0
TP53TG1,mut_important,0.0
TP53TG1,cnv_del,0.0
TP53TG1,cnv_amp,0.0
TP53TG1,methylation,0.0
NPY6R,mut_important,0.0
NPY6R,cnv_del,0.0
NPY6R,cnv_amp,0.0
NPY6R,methylation,0.0
POU5F1B,mut_important,0.0
POU5F1B,cnv_del,0.0
POU5F1B,cnv_amp,0.0
POU5F1B,methylation,0.0
XPA,mut_important,0.0
XPA,cnv_del,0.0
XPA,cnv_amp,0.0
XPA,methylation,0.0
KISS1R,mut_important,0.0
KISS1R,cnv_del,0.0060108574
KISS1R,cnv_amp,0.004402292
KISS1R,methylation,0.0029075397
ATG4C,mut_important,0.0
ATG4C,cnv_del,0.003723403
ATG4C,cnv_amp,0.003660561
ATG4C,methylation,0.00038547962
ATG4B,mut_important,0.0
ATG4B,cnv_del,2.4064334e-06
ATG4B,cnv_amp,4.813959e-07
ATG4B,methylation,8.382343e-08
ATG4A,mut_important,0.0
ATG4A,cnv_del,0.0027763613
ATG4A,cnv_amp,-0.0007490865
ATG4A,methylation,0.0007383254
ATG4D,mut_important,0.0
ATG4D,cnv_del,8.451627e-05
ATG4D,cnv_amp,1.9822968e-05
ATG4D,methylation,3.2434339e-06
PHOX2A,mut_important,0.0
PHOX2A,cnv_del,0.0
PHOX2A,cnv_amp,0.0
PHOX2A,methylation,0.0
PHOX2B,mut_important,0.0
PHOX2B,cnv_del,0.0
PHOX2B,cnv_amp,0.0
PHOX2B,methylation,0.0
UPK2,mut_important,0.0
UPK2,cnv_del,0.0
UPK2,cnv_amp,0.0
UPK2,methylation,0.0
CFH,mut_important,0.0
CFH,cnv_del,0.00016123382
CFH,cnv_amp,0.0022967542
CFH,methylation,0.0
GPT2,mut_important,0.0
GPT2,cnv_del,2.6305552e-05
GPT2,cnv_amp,-5.1139327e-06
GPT2,methylation,5.935888e-08
CFD,mut_important,0.0
CFD,cnv_del,-0.00032149485
CFD,cnv_amp,0.00017792109
CFD,methylation,0.0
CFB,mut_important,0.0
CFB,cnv_del,-0.0005291925
CFB,cnv_amp,-0.008122252
CFB,methylation,0.025355542
CFP,mut_important,0.0
CFP,cnv_del,-0.00019217563
CFP,cnv_amp,-4.6717276e-05
CFP,methylation,0.0
AAAS,mut_important,0.0
AAAS,cnv_del,0.0
AAAS,cnv_amp,0.0
AAAS,methylation,0.0
SIDT1,mut_important,0.0
SIDT1,cnv_del,0.0
SIDT1,cnv_amp,0.0
SIDT1,methylation,0.0
SIDT2,mut_important,0.0
SIDT2,cnv_del,0.0
SIDT2,cnv_amp,0.0
SIDT2,methylation,0.0
CDH24,mut_important,0.0
CDH24,cnv_del,0.0
CDH24,cnv_amp,0.0
CDH24,methylation,0.0
SAGE1,mut_important,0.0
SAGE1,cnv_del,0.0
SAGE1,cnv_amp,0.0
SAGE1,methylation,0.0
NAALAD2,mut_important,0.0
NAALAD2,cnv_del,0.0
NAALAD2,cnv_amp,0.0
NAALAD2,methylation,0.0
HMG20A,mut_important,0.0
HMG20A,cnv_del,0.0
HMG20A,cnv_amp,0.0
HMG20A,methylation,0.0
HMG20B,mut_important,0.0
HMG20B,cnv_del,0.0
HMG20B,cnv_amp,0.0
HMG20B,methylation,0.0
C4orf19,mut_important,0.0
C4orf19,cnv_del,0.0
C4orf19,cnv_amp,0.0
C4orf19,methylation,0.0
C4orf17,mut_important,0.0
C4orf17,cnv_del,0.0
C4orf17,cnv_amp,0.0
C4orf17,methylation,0.0
CREB1,mut_important,0.0
CREB1,cnv_del,0.00023978241
CREB1,cnv_amp,9.952018e-07
CREB1,methylation,-6.579038e-07
ZFP82,mut_important,0.0
ZFP82,cnv_del,3.2378487e-06
ZFP82,cnv_amp,2.3242878e-06
ZFP82,methylation,3.826719e-06
NBEAP1,mut_important,0.0
NBEAP1,cnv_del,0.0
NBEAP1,cnv_amp,0.0
NBEAP1,methylation,0.0
INGX,mut_important,0.0
INGX,cnv_del,0.0
INGX,cnv_amp,0.0
INGX,methylation,0.0
NRXN3,mut_important,0.0
NRXN3,cnv_del,0.0
NRXN3,cnv_amp,0.0
NRXN3,methylation,0.0
NRXN2,mut_important,0.0
NRXN2,cnv_del,0.0
NRXN2,cnv_amp,0.0
NRXN2,methylation,0.0
NRXN1,mut_important,0.0
NRXN1,cnv_del,0.0
NRXN1,cnv_amp,0.0
NRXN1,methylation,0.0
ABCE1,mut_important,0.0
ABCE1,cnv_del,0.0
ABCE1,cnv_amp,0.0
ABCE1,methylation,0.0
MSL3P1,mut_important,0.0
MSL3P1,cnv_del,0.0
MSL3P1,cnv_amp,0.0
MSL3P1,methylation,0.0
DPYSL4,mut_important,0.0
DPYSL4,cnv_del,0.0
DPYSL4,cnv_amp,0.0
DPYSL4,methylation,0.0
DPYSL5,mut_important,0.0
DPYSL5,cnv_del,-0.00011303925
DPYSL5,cnv_amp,-1.9062865e-05
DPYSL5,methylation,-0.00020711221
DPYSL2,mut_important,0.0
DPYSL2,cnv_del,-0.00041634782
DPYSL2,cnv_amp,-0.00015951859
DPYSL2,methylation,-1.1525214e-05
DPYSL3,mut_important,0.0
DPYSL3,cnv_del,0.0
DPYSL3,cnv_amp,0.0
DPYSL3,methylation,0.0
OR4D9,mut_important,0.0
OR4D9,cnv_del,-1.0326308e-09
OR4D9,cnv_amp,-2.3449405e-09
OR4D9,methylation,0.0
GPR17,mut_important,0.0
GPR17,cnv_del,0.0
GPR17,cnv_amp,0.0
GPR17,methylation,0.0
ZNF117,mut_important,0.0
ZNF117,cnv_del,0.0
ZNF117,cnv_amp,0.0
ZNF117,methylation,0.0
ZNF114,mut_important,0.0
ZNF114,cnv_del,-8.904597e-06
ZNF114,cnv_amp,-1.8960376e-05
ZNF114,methylation,0.0
ZNF112,mut_important,0.0
ZNF112,cnv_del,4.3158914e-05
ZNF112,cnv_amp,-3.7731617e-05
ZNF112,methylation,9.112396e-05
SEZ6L,mut_important,0.0
SEZ6L,cnv_del,0.0
SEZ6L,cnv_amp,0.0
SEZ6L,methylation,0.0
TMC4,mut_important,0.0
TMC4,cnv_del,0.0
TMC4,cnv_amp,0.0
TMC4,methylation,0.0
TMC5,mut_important,0.0
TMC5,cnv_del,0.0
TMC5,cnv_amp,0.0
TMC5,methylation,0.0
TMC6,mut_important,0.0
TMC6,cnv_del,0.0
TMC6,cnv_amp,0.0
TMC6,methylation,0.0
TMC7,mut_important,0.0
TMC7,cnv_del,0.0
TMC7,cnv_amp,0.0
TMC7,methylation,0.0
APIP,mut_important,0.0
APIP,cnv_del,0.0003711772
APIP,cnv_amp,0.00071124214
APIP,methylation,4.4717624e-05
TMC1,mut_important,0.0
TMC1,cnv_del,0.0
TMC1,cnv_amp,0.0
TMC1,methylation,0.0
TMC2,mut_important,0.0
TMC2,cnv_del,0.0
TMC2,cnv_amp,0.0
TMC2,methylation,0.0
TMC3,mut_important,0.0
TMC3,cnv_del,0.0
TMC3,cnv_amp,0.0
TMC3,methylation,0.0
TMC8,mut_important,0.0
TMC8,cnv_del,0.0
TMC8,cnv_amp,0.0
TMC8,methylation,0.0
PRKAR2A,mut_important,0.0
PRKAR2A,cnv_del,0.00058420916
PRKAR2A,cnv_amp,-6.522169e-05
PRKAR2A,methylation,5.047446e-05
PRKAR2B,mut_important,0.0
PRKAR2B,cnv_del,-2.1695364e-06
PRKAR2B,cnv_amp,-6.138681e-07
PRKAR2B,methylation,-1.363775e-07
MAGT1,mut_important,0.0
MAGT1,cnv_del,0.0
MAGT1,cnv_amp,0.0
MAGT1,methylation,0.0
S1PR4,mut_important,0.0
S1PR4,cnv_del,-0.013315785
S1PR4,cnv_amp,0.0032659639
S1PR4,methylation,-0.20659256
MLF1,mut_important,0.0
MLF1,cnv_del,0.0
MLF1,cnv_amp,0.0
MLF1,methylation,0.0
RSPH9,mut_important,0.0
RSPH9,cnv_del,0.0
RSPH9,cnv_amp,0.0
RSPH9,methylation,0.0
FANCF,mut_important,0.0
FANCF,cnv_del,0.0
FANCF,cnv_amp,0.0
FANCF,methylation,0.0
RSPH3,mut_important,0.0
RSPH3,cnv_del,0.0
RSPH3,cnv_amp,0.0
RSPH3,methylation,0.0
RSPH1,mut_important,0.0
RSPH1,cnv_del,0.0
RSPH1,cnv_amp,0.0
RSPH1,methylation,0.0
CEPT1,mut_important,0.0
CEPT1,cnv_del,0.000107633525
CEPT1,cnv_amp,0.00012726788
CEPT1,methylation,-6.6345688e-06
PHACTR4,mut_important,0.0
PHACTR4,cnv_del,0.0
PHACTR4,cnv_amp,0.0
PHACTR4,methylation,0.0
NLGN2,mut_important,0.0
NLGN2,cnv_del,0.0
NLGN2,cnv_amp,0.0
NLGN2,methylation,0.0
OR2K2,mut_important,0.0
OR2K2,cnv_del,7.185501e-07
OR2K2,cnv_amp,-4.6932337e-07
OR2K2,methylation,0.0
PHACTR3,mut_important,0.0
PHACTR3,cnv_del,0.0
PHACTR3,cnv_amp,0.0
PHACTR3,methylation,0.0
NUP107,mut_important,0.0
NUP107,cnv_del,-0.0009667092
NUP107,cnv_amp,0.0004414843
NUP107,methylation,-0.000103847015
KRTAP2-3,mut_important,0.0
KRTAP2-3,cnv_del,0.0
KRTAP2-3,cnv_amp,0.0
KRTAP2-3,methylation,0.0
KRTAP2-1,mut_important,0.0
KRTAP2-1,cnv_del,0.0
KRTAP2-1,cnv_amp,0.0
KRTAP2-1,methylation,0.0
ASGR1,mut_important,0.0
ASGR1,cnv_del,-0.00023692656
ASGR1,cnv_amp,1.4807683e-05
ASGR1,methylation,0.0
ASGR2,mut_important,0.0
ASGR2,cnv_del,-0.00041199
ASGR2,cnv_amp,-1.0975753e-05
ASGR2,methylation,0.0
API5,mut_important,0.0
API5,cnv_del,0.0
API5,cnv_amp,0.0
API5,methylation,0.0
UBE2NL,mut_important,0.0
UBE2NL,cnv_del,0.05777377
UBE2NL,cnv_amp,-0.00030264698
UBE2NL,methylation,0.0
FANCI,mut_important,0.0
FANCI,cnv_del,0.0
FANCI,cnv_amp,0.0
FANCI,methylation,0.0
HLA-DPA1,mut_important,0.0
HLA-DPA1,cnv_del,-0.0018783568
HLA-DPA1,cnv_amp,-0.052412007
HLA-DPA1,methylation,0.22018984
KIAA1191,mut_important,0.0
KIAA1191,cnv_del,0.0
KIAA1191,cnv_amp,0.0
KIAA1191,methylation,0.0
ALOX12P2,mut_important,0.0
ALOX12P2,cnv_del,0.0
ALOX12P2,cnv_amp,0.0
ALOX12P2,methylation,0.0
VMP1,mut_important,0.0
VMP1,cnv_del,-0.013407461
VMP1,cnv_amp,0.0469263
VMP1,methylation,0.0
ADARB2-AS1,mut_important,0.0
ADARB2-AS1,cnv_del,0.0
ADARB2-AS1,cnv_amp,0.0
ADARB2-AS1,methylation,0.0
DENND4C,mut_important,0.0
DENND4C,cnv_del,0.0
DENND4C,cnv_amp,0.0
DENND4C,methylation,0.0
C19orf25,mut_important,0.0
C19orf25,cnv_del,0.0
C19orf25,cnv_amp,0.0
C19orf25,methylation,0.0
NR1D1,mut_important,0.0
NR1D1,cnv_del,0.00074778707
NR1D1,cnv_amp,0.0017686948
NR1D1,methylation,-5.384536e-06
NR1D2,mut_important,0.0
NR1D2,cnv_del,-1.0081416e-05
NR1D2,cnv_amp,6.2013523e-06
NR1D2,methylation,1.0518e-06
DRD1,mut_important,0.0
DRD1,cnv_del,1.7946802e-05
DRD1,cnv_amp,0.00013579059
DRD1,methylation,-0.00013167245
ITGB1BP1,mut_important,0.0
ITGB1BP1,cnv_del,0.0
ITGB1BP1,cnv_amp,0.0
ITGB1BP1,methylation,0.0
ITGB1BP2,mut_important,0.0
ITGB1BP2,cnv_del,0.0
ITGB1BP2,cnv_amp,0.0
ITGB1BP2,methylation,0.0
ZAP70,mut_important,0.0
ZAP70,cnv_del,0.0034160705
ZAP70,cnv_amp,0.0032235188
ZAP70,methylation,-0.18196574
SYNDIG1,mut_important,0.0
SYNDIG1,cnv_del,0.0
SYNDIG1,cnv_amp,0.0
SYNDIG1,methylation,0.0
HNRNPA0,mut_important,0.0
HNRNPA0,cnv_del,0.0
HNRNPA0,cnv_amp,0.0
HNRNPA0,methylation,0.0
OGFR,mut_important,0.0
OGFR,cnv_del,0.0
OGFR,cnv_amp,0.0
OGFR,methylation,0.0
