,coef
LNPEP,9.288246e-06
ALPI,3.475014e-05
SEC61A1,-0.00027126222
SEC61A2,0.010151604
ALPL,0.0022249748
PTGS2,0.0019460011
PTGS1,0.013963571
MIR193B,0.0
ZFAND6,0.0
ZFAND5,0.0
ZFAND4,0.0
ZFAND3,0.0
ZFAND1,0.0
MYO5B,3.7346142e-06
SUPT3H,0.0
SLC39A12,0.000104210405
SLC39A13,3.225335e-05
SLC39A10,-0.0011697878
SLC39A11,0.000446732
LINC01094,0.0
SLC39A14,-0.0037044853
LINC01096,0.0
INMT-FAM188B,0.0
CEP120,0.0
EIF1AX,0.0
CEP126,0.0
EIF1AD,0.0
LRPAP1,0.00011293959
EVI5,0.0
DDIT3,0.034025278
DDIT4,0.00015099325
NFKBIL1,0.0
MYSM1,0.0
BMP7,0.0019983624
BMP6,-1.5163234e-05
BMP5,0.0
BMP4,0.00023318714
BMP3,0.0
BMP2,0.008016468
BMP1,0.0
DR1,0.0
MTURN,0.0
OR5R1,0.0
GOLGA8S,0.0
TERF2,0.0
TERF1,0.0
GOLGA8G,0.0
GOLGA8F,0.0
GOLGA8B,0.0
RASSF9,0.0
RASSF8,0.0
RASSF1,0.0019963153
RASSF3,0.0
RASSF2,0.0
RASSF5,0.0028964586
RASSF4,0.0
RASSF7,0.0
RASSF6,0.0
VMO1,0.0
CHD1,0.0
CHD3,0.0
CHD2,0.0
CHD5,0.0
CHD4,-0.0074346145
CHD7,0.0
CHD6,0.0
CHD9,0.0
CHD8,-0.000107257125
CAP1,0.0
CAP2,0.0
NPC2,-0.0001646922
NPC1,4.762498e-05
LINC00323,0.0
LINC00324,0.0
LINC00326,0.0
TTC5,0.0
TTC6,0.0
TTC1,0.0
CENPBD1P1,0.0
BHLHA15,0.0
PIKFYVE,3.298605e-05
C3orf52,0.0
TTC8,0.0
CAPS,0.0
DAG1,-2.9705598e-05
CHDH,0.0
CAPG,0.0
ETHE1,-4.1827334e-06
PRDM16,0.041314106
MPG,0.0
PRDM14,0.0
PRDM15,0.0
PRDM12,0.0
PRDM13,0.0
PRDM10,0.0
PRDM11,0.0
MPO,-0.0001019812
MPL,0.0
AVP,-0.0028091199
MPI,0.0006478515
PXDN,0.0
POLRMT,0.0
SGSM3,0.0
MPZ,0.0
MCPH1,0.0
KDM1A,0.00016562309
KDM1B,0.0
CKS1B,0.0012246639
OR1S1,3.2257826e-06
OR1S2,-5.009649e-08
SRGAP2B,0.0
QRSL1,-0.0002188528
FCER1G,0.0021025736
BTG4,0.0
BTG3,0.0
BTG2,0.0
BTG1,0.0
SRD5A3,0.00060338544
SRD5A2,-0.02465637
SRD5A1,0.007765352
ARMT1,0.0
FAM49A,0.0
FAM49B,0.0
ZFP36L1,-0.001409833
ZFP36L2,-0.009753415
GGA1,2.900724e-10
C10orf99,0.0
GGA3,1.219997e-05
GGA2,-0.0005390477
C10orf90,0.0
C10orf91,0.0
C10orf95,0.0
FHOD1,-0.00038299646
FHOD3,0.0
ADH7,0.0015407875
ADH6,0.0013600804
ADH5,-0.00011159743
ADH4,0.00056849705
GJC2,0.0
C4orf3,0.0
GJC1,0.0
PSMB9,0.0
PSMB8,0.0
PSMB7,0.041184504
PSMB6,0.0009920087
PSMB5,0.00079141837
PSMB4,-0.000649929
PSMB3,0.007338818
PSMB2,0.04330013
PSMB1,-0.0031922369
LMBR1L,0.0
NPM3,0.0
TDGF1,0.0
C20orf141,0.0
RMI1,0.0
RMI2,0.0
CORO7,0.0
CIART,0.0
FAM155B,0.0
LTN1,0.0
EPS15,-6.8557943e-06
TRIML2,0.0
TRIML1,0.0
NACC2,0.0
ACOT11,0.0
ACOT12,9.520078e-06
ACOT13,0.0
VPS13A,0.0
SH3KBP1,0.0028211991
VPS13C,0.0
VPS13B,0.0
BEX5,0.0
BEX4,0.0
BEX2,0.0
BEX1,0.0
TMEM160,0.0
TMEM163,0.0
TMEM165,0.0
TMEM164,0.0
TMEM169,0.0
TMEM168,0.0
EVI2B,0.0
FOXN1,0.0
FOXN2,0.0
REPIN1,0.0
NICN1,0.0
MIR101-2,0.0
PMVK,0.00024852384
GRIN2B,0.19702703
GRIN2C,-0.03698297
GRIN2A,0.0028147178
KLHDC8B,0.0
GRIN2D,0.030604487
IFFO1,0.0
TAP2,-0.00017521821
IL6ST,0.0052542593
SBF1,0.0
SBF2,0.0
DBN1,0.0
CDC73,0.0
LMBRD2,0.0
LMBRD1,8.63539e-07
TAS2R19,7.862235e-05
TAS2R14,0.0004348812
TAS2R16,-2.7732243e-08
TAS2R10,0.00022673473
BCAT2,0.00049174373
BCAT1,0.0003882777
TAS2R13,8.427382e-05
MACROD2,0.0
MACROD1,0.0
DBNL,0.0
PPIL1,0.0
CYP26A1,1.5739653e-05
PSTK,0.0006494292
PHPT1,0.0
NFU1,0.0
RRP1B,0.0
NOVA2,0.0
NOVA1,0.0
TMEM170A,0.0
HSP90B1,-0.0006496327
MCF2L,0.0
KRR1,0.0
F12,-5.491079e-07
VSX1,0.0
DIO1,0.00052181206
DIO2,0.0031095045
DIO3,0.00046985515
C8orf49,0.0
C8orf48,0.0
C8orf44,0.0
TP53I3,0.0
BRF2,0.0
CYSTM1,0.0
BRF1,0.0
MB,0.0
CAMSAP2,0.0
CAMSAP3,0.0
CAMSAP1,0.0
SLC18A3,0.050027553
SLC18A2,-0.00010066009
SLC18A1,0.0024265535
RRP15,0.0
RALBP1,0.00028152697
ZNF831,0.0
ZNF830,0.0
ZNF835,0.0
ZNF836,0.00803006
ZNF839,0.0
CTSLP2,0.0
CUEDC1,0.0
LRIF1,0.0
PHAX,0.0
ATOH7,0.0
ACAT1,-0.0002771022
ACAT2,-0.0039084996
NCOR1P1,0.0
ATOH1,0.0
CD200R1,0.0004907289
LIMD1,0.0
TRIM9,0.0
ATOH8,0.0
SUGCT,0.0
FAM25C,0.0
IFITM4P,0.0
SBSPON,0.0
ZPBP,0.0
OR8S1,4.937202e-05
IL2RA,0.053693824
IL2RB,0.0035840261
ZFYVE27,0.00089508074
TPCN1,1.6952445e-05
TPCN2,0.01576957
IL2RG,0.0096814195
SLC17A4,0.0
SLC17A5,-0.0017605539
SLC17A6,-0.0002778562
SLC17A7,0.014274877
SLC17A1,0.0
SLC17A2,0.0
SLC17A3,0.0
MDH1B,0.0
C16orf58,0.0
PRTN3,0.0
CMTR2,0.0
CMTR1,0.0
C16orf54,0.0
ITCH,-1.459715e-05
CHMP4A,0.0017305607
CHMP4B,4.244751e-05
CHMP4C,1.4400367e-06
BHMT2,0.00017727586
COBLL1,0.0
SLC37A2,0.0
SLC37A3,0.0
CDK18,0.0
SLC37A1,0.0
SLC37A4,-0.00021787507
CDK12,0.0
CDK13,0.0
CDK10,0.0
CDK16,0.0
TMEM255B,0.0
CDK14,0.0
CDK15,0.0
ST7,0.0
RBL2,-0.15644473
ZNF304,0.0010090135
BFSP2,0.0
ZNF302,-7.647174e-06
ZNF300,0.0072784065
FAM216B,0.0
FAM216A,0.0
MMP28,0.0
STS,0.013296768
MMP25,0.0
MMP24,0.0
MMP27,0.0
MMP26,0.0
MMP21,0.0
MMP20,0.0
HOXB13,0.0
IFT81,0.0
PPP3CA,0.0073428466
PPP3CB,0.17879657
PPP3CC,-0.0938186
TCAIM,0.0
LIF,0.0
GPATCH8,0.0
CNKSR3,0.0
MMP23B,0.0
B3GNT4,0.00026919533
B3GNT5,2.0479304e-06
B3GNT6,-2.3242383e-06
B3GNT7,0.0
B3GNT2,3.9123435e-05
B3GNT3,-1.2873987e-06
TSFM,0.0
RPL18,-9.90519e-07
B3GNT8,0.0
ADRA2A,-4.0939543e-05
ADRA2B,-1.46890125e-05
ADRA2C,7.068053e-05
TEX26,0.0
TEX22,0.0
CTSW,0.007930573
TEX28,0.0
GINM1,0.0
TBCCD1,0.0
DAAM1,7.3036914e-05
DAAM2,-6.659598e-05
HLA-DRB1,-0.0012331965
HLA-DRB6,0.0
HLA-DRB5,-0.0016434747
YIF1B,0.0
YIF1A,0.0
TUFT1,0.0
AFAP1,0.0
TMCO5A,0.0
SYT8,0.0
SYT9,0.0
LINC01257,0.0
MTCH2,0.0
MTCH1,0.0
SYT1,0.00044389593
SYT2,0.0
SYT3,0.0
SYT4,0.0
SYT5,0.0
SYT6,0.0
SYT7,0.0
RHO,-5.5345698e-08
RHD,0.0
TRIM2,0.0
FUBP3,0.0
FUBP1,0.0
COLQ,0.0
SCHIP1,0.0
FAM189A2,0.0
FAM189A1,0.0
YJEFN3,0.0
SAP30,-0.0001716854
NBL1,0.0
HSFX2,0.0
HSFX1,0.0
DRC1,0.0
OXT,-0.00040619442
C1orf53,0.0
C1orf52,0.0
C1orf50,0.0
C1orf56,0.0
C1orf54,0.0
TBC1D1,-2.7188958e-06
KRT75,0.0
KRT74,0.0
KRT77,0.0
KRT76,0.0
KRT71,0.0
KRT73,0.0
KRT72,0.0
MRPS31,0.0
KRT79,0.0
KRT78,0.0
TBC1D5,0.0
SMPD4,0.00016946056
SMPD1,-0.0009971592
SMPD3,-0.0027328972
SMPD2,-0.010435982
BRIP1,0.0
PDE11A,0.022057185
TTC28,0.0
AAMP,0.0
TTC24,0.0
TTC25,0.0
TTC26,0.0
TTC27,0.0
PATL2,0.0
TTC22,0.0
PATL1,0.0
U2SURP,0.0
IL6R,-0.0010256699
ENO1,0.0035719185
ENO2,0.060641073
ENO3,6.651022e-05
ENO4,0.00029520746
CNOT6L,0.0
FAXC,0.0
CFI,0.00043344114
BOLA2B,0.0
ANKFY1,0.0
OBSCN,0.0
PTK2,0.0010066852
PTK7,0.0
PTK6,0.0
PRKAA2,0.15847026
PRKAA1,0.0010544033
ITGB3BP,0.0
MCL1,4.9096197e-06
SORBS1,0.009220479
SORBS3,0.0
SORBS2,0.0
ODC1,-6.895654e-05
IL18RAP,0.0
ATG16L1,-0.0010239246
ATG16L2,-0.00063683005
EOMES,0.0
C4orf51,0.0
IL17RC,-9.4010546e-05
PDSS2,0.0007186229
C15orf62,0.0
C15orf61,0.0
PDSS1,-4.915477e-06
DDX23,0.0
DDX21,0.0
DDX20,0.0
DDX27,0.0
ZNF157,0.00028268338
ZNF154,0.0049503306
ZNF155,-0.00012597232
DDX28,0.0
FKBP14,0.0
FKBP15,0.0
UBE2J1,-0.035354227
FKBP10,0.0
FKBP11,0.0
FBXO10,0.0
FBXO11,0.0
FBXO16,0.0
FBXO17,0.0
FBXO15,0.0
PDPN,0.0
SFTA3,0.0
SFTA2,0.0
MIRLET7F1,0.0022530688
SIGLECL1,0.0
SNORD48,0.0
CNGB1,0.0008083155
TRUB1,0.0
CNGB3,-9.498588e-05
PARD6B,0.0056410944
PARD6A,-0.19333768
PLA2G6,0.001689373
PLA2G7,6.8211452e-06
PLA2G5,0.0012056635
PLA2G3,0.00030730566
GDPGP1,0.0
SNORD42B,0.0
CCDC77,0.0
KRTAP1-3,0.0
CCDC73,0.0
PEX26,0.0
CCDC71,0.0
OR2G3,3.4600197e-07
OR2G2,-2.09568e-06
OR2G6,-2.3609787e-06
CCDC78,0.0
SNORD4B,0.0
SNORD4A,0.0
ELL,0.0
GHITM,0.0
CSHL1,0.0
SPEN,0.0
FKBP1B,0.0
FKBP1A,0.0
SPEG,0.0
MANEAL,0.0
STOML2,0.0
PAIP1,0.0
FBLIM1,0.0
TIMM8A,0.0
TIMM8B,0.0
DAXX,-0.00043829856
NT5M,-0.014221491
NT5C,-0.005285162
TBATA,0.0
NT5E,0.07792232
MAP10,0.0
LGALS9C,0.0
LGALS9B,0.0
UNC50,0.0
NKAIN4,0.0
NKAIN3,0.0
NKAIN2,0.0
NKAIN1,0.0
MAP1A,0.0
MAP1B,0.0
IGSF9B,0.0
LBX2,0.0
UNC5C,-1.4560998e-06
VGF,0.0029891077
UNC5A,1.2709083e-05
UNC5D,0.0033233739
MAP1S,0.0
CCP110,0.0
DSCR9,0.0
GNAQ,0.012864449
GNAS,0.00011680689
ANKRD19P,0.0
DSCR4,0.0
PTCD2,0.0
PTCD3,0.0
GNAZ,-1.247218e-07
PTCD1,0.0
GNAL,0.00014199501
AGFG2,0.0
AGFG1,0.0
CRYGS,0.0
RPL18A,-1.6252591e-06
SIX1,0.0
FST,0.0
CRYGN,0.0
CLEC18A,0.0
CRYGA,0.0
CRYGB,0.0
CRYGC,0.0
CRYGD,0.0
RRNAD1,0.0
MFSD11,0.0
SDR42E1,0.0
LINC00309,0.0
NMNAT2,-0.0005751181
NMNAT3,-2.2239748e-05
NMNAT1,-5.2486103e-05
ALOX12B,2.9316509e-05
LEKR1,0.0
EPB41L1,0.0
PPCDC,-1.628959e-05
EPB41L3,0.0
EPB41L2,0.0
EPB41L5,0.0
ACSS3,2.1319245e-05
ACSS2,0.0050311913
ACSS1,0.0018552842
KIDINS220,-2.1762913e-05
PLEKHM1,-1.3237419e-05
PLEKHM2,-4.037392e-06
PLEKHM3,0.0
ZNF727,1.0202041e-05
UBE2M,0.0
RUNDC3A,0.0
SLC43A3,0.0
SLC43A2,0.0
FAM72A,0.0
FRMD4A,0.0
GSTM3,0.00014270392
MAGEH1,0.0
WNT3,-0.109530374
WNT2,-0.00076377904
WNT1,0.00082429545
LRRN4,0.0
AGXT,-1.3113225e-05
WNT6,-0.00035375336
LRRN1,0.0
WNT4,0.00034937277
TREML2,0.0
TREML1,0.0
GPAA1,4.137751e-06
TREML4,0.0
GPRIN2,0.0
GPRIN3,0.0
GPRIN1,0.0
ROGDI,0.0
ZNF729,0.0018330171
HOXA11-AS,0.0
RNF175,0.0
RNF170,0.0
SLC9B1,0.0
MCCD1,0.0
FLJ20021,0.0
OR51T1,1.2393501e-07
PCNA,-0.025203578
SLC44A1,0.012582516
SLC44A2,0.06899394
SLC44A3,-4.6909386e-06
SLC44A4,-0.00045863824
SLC44A5,0.00013229328
ZBTB7C,0.0
ZBTB7B,0.0
MSI2,0.0
MSI1,0.0
PCNP,0.0
PCNT,0.0
LOC442497,0.0
ENGASE,0.0
PACRG,0.0
DNPH1,0.0
ZFHX4,0.0
C1D,0.0
SHOX2,0.0
COQ9,0.0
ISY1-RAB43,0.0
C1S,0.0005058055
C1R,-0.00020490671
COQ7,0.00015668177
COQ6,9.1682e-07
COQ3,3.4965804e-05
COQ2,2.6338893e-07
HBM,0.0
WARS2,0.00018420005
HBB,1.3068667e-05
MUC22,0.0
MUC20,0.0
BOK,0.0
HBZ,0.0
BOC,-1.4883706e-05
FAM24B-CUZD1,0.0
DENND2C,0.0
TPX2,0.0
DENND2A,0.0
MIR1-1,0.0
MIR1-2,0.0
GAGE1,0.0
PPT1,0.0005027634
PPT2,0.00010104219
INPP4B,-0.0029665865
INPP4A,9.856935e-05
GPR101,0.0
GPR107,0.0
GPR108,0.0
MFAP3L,0.0
SMDT1,0.0
BRICD5,0.0
SAFB,0.0
MGMT,0.0
TRNP1,0.0
BPIFA4P,0.0
RNF8,0.0
RNF6,0.0
RNF7,-0.0017153124
RNF4,0.0
RNF5,-7.67825e-06
RNF2,0.0
RFX6,0.0
YBX3P1,0.0
LRRC69,0.0
PPP1R27,0.0
PPP1R21,0.0
LRRC63,0.0
LRRC61,0.0
NGLY1,9.612084e-05
LRRC66,0.0
C7orf33,0.0
HEPHL1,1.7398092e-05
GPR50,-5.4146003e-05
EPM2A,0.0
FAM118A,0.0
FAM118B,0.0
LMX1A,0.0
ZCCHC24,0.0
LMX1B,0.0
OR6V1,4.6176467e-08
RECQL,0.0
MISP,0.0
ETV3L,0.0
ACTR8,0.0
ACTR6,0.0
ACTR5,0.0
UQCRC1,0.0004857093
ACTR3,0.06550246
ACTR2,0.000681953
GPANK1,0.0
GNRHR,-2.5287489e-05
SPINK14,0.0
SPINK13,0.0
ADNP,0.0
CNR1,0.0037333528
GBX2,0.0
CNR2,0.0005372764
GNL3L,0.0
MAGEC2,0.0
RAPGEFL1,0.0
GTDC1,0.0
ICOS,1.2211374e-05
OTULIN,0.0
TGS1,0.0
ANKS1B,0.0
ABI3BP,0.0
ANKS1A,0.0
IDUA,0.00035318654
OR5V1,1.190042e-06
GNRH2,0.00022609488
GNRH1,0.0021993723
RPL12,-1.22999e-05
ADAM10,-0.00013864221
ADAM11,0.0
ADAM12,0.0
ADAM15,0.0
ADAM17,0.0011467768
ADAM18,0.0
ADAM19,0.0
MEPE,0.0
HAGH,0.0013075155
RBM11,0.0
WNT8A,0.0010632772
WNT8B,0.008182236
GLYAT,0.0
OPALIN,0.0
U2AF1L4,-8.355364e-05
NDEL1,0.0
SHANK3,-1.4425699e-06
SHANK2,0.021611776
SHANK1,-0.0075025596
PLAC8L1,0.0
UCP2,0.0
UBA6-AS1,0.0
PCSK9,-0.00028142834
PCSK2,0.0
PCSK1,0.0
PCSK6,0.0
PCSK7,0.0
PCSK4,0.0
PCSK5,0.0
HIPK3,0.007133753
HIPK2,0.00054935983
HIPK1,-0.00010695893
HIPK4,0.03331125
LEMD3,0.0
LEMD2,0.0
LEMD1,0.0
INE1,0.0
NAPG,0.0
C3orf18,0.0
NAPA,1.2221353e-06
C3orf14,0.0
LARP1,0.0
LARP4,0.0
LARP6,0.0
LARP7,0.0
GPATCH3,0.0
COL15A1,0.00041759035
TC2N,0.0
LMLN,0.0
PLTP,0.0023142656
ATMIN,0.0
LGR5,0.00022152692
LGR4,1.7169494e-05
LGR6,-0.00090945227
CDKN1C,0.0
CDKN1B,-0.0696451
CDKN1A,-0.00029724702
C11orf1,0.0
SETBP1,0.0
SAMSN1,0.0
FERD3L,0.0
FAM151B,0.0
FAM151A,0.0
IL2,-9.96785e-05
TMEM125,0.0
FOXJ1,0.0
TMEM127,0.0
FOXJ3,0.0
TMEM121,0.0
TMEM123,0.0
USP27X-AS1,0.0
TMEM129,0.0
TMEM128,0.0
PAXIP1,0.0
LDLRAD4-AS1,0.0
RPL13AP6,0.0
RPL13AP3,0.0
SLC35B1,0.0
SLC35B3,0.0
SLC35B2,0.0
SLC35B4,0.0
USE1,0.0
IGFBP6,0.0
CNRIP1,0.0
DTX4,6.1160466e-11
PELP1,0.0
ZC3H7A,0.0
CYP1B1-AS1,0.0
DTX3,-3.3458463e-09
CDC34,0.0
NOB1,0.0
CDC37,-4.0455903e-05
